Office,Taluk,District,State,Pincode
Karippali,Chittur,Palakkad,KERALA,678532
Karippode,Palakkad,Palakkad,KERALA,678503
Kariyamkode,Alathur,Palakkad,KERALA,678572
Kattusseri,Alatur,Palakkad,KERALA,678542
Kavalpad,Palakkad,Palakkad,KERALA,678012
Kavasseri,Alathur,Palakkad,KERALA,678543
Kazhani,Alathur,Palakkad,KERALA,678543
Keralasseri,Palakkad,Palakkad,KERALA,678641
Kilakkancheri,Alathur,Palakkad,KERALA,678684
Kilakkumbram,Palakkad,Palakkad,KERALA,678642
Kinasseri,Palakkad,Palakkad,KERALA,678701
Kinavallur,Palakkad,Palakkad,KERALA,678612
Kizhakkumuri,Chittur,Palakkad,KERALA,678508
Koduntharapully,Palakkad,Palakkad,KERALA,678004
Koduvayur Agraharam,Chittur,Palakkad,KERALA,678501
Koduvayur,Palakkad,Palakkad,KERALA,678501
Kollengode R.S.,Chittur,Palakkad,KERALA,678506
Kollengode,Chittur,Palakkad,KERALA,678506
Kollengode West,Chittur,Palakkad,KERALA,678506
Kongad,Palakkad,Palakkad,KERALA,678631
Koottala,Alathur,Palakkad,KERALA,678681
Koranchira,Alathur,Palakkad,KERALA,678684
Kotambu,Palakkad,Palakkad,KERALA,678551
Kottayi,Alathur,Palakkad,KERALA,678572
Kottekkad,Palakkad,Palakkad,KERALA,678732
Kozhalmannam Agraharam,Alatur,Palakkad,KERALA,678702
Kozhinjampara,Palakkad,Palakkad,KERALA,678555
Kozhipara,Chittur,Palakkad,KERALA,678557
Kudallur,Alathur,Palakkad,KERALA,678688
Kundalasseri,Palakkad,Palakkad,KERALA,678641
Kunisseri,Alathur,Palakkad,KERALA,678681
Kunnamkattupathy,Chittur,Palakkad,KERALA,678101
Kunnathurmedu,Palakkad,Palakkad,KERALA,678013
Kuttanur,Alathur,Palakkad,KERALA,678721
Kuttipallam,Chittur,Palakkad,KERALA,678101
Malampuzha Dam,Palakkad,Palakkad,KERALA,678651
Manappadam,Alathur,Palakkad,KERALA,678687
Mangalam Dam,Alathur,Palakkad,KERALA,678706
Manikkasseri,Palakkad,Palakkad,KERALA,678631
Mankarai R.S.,Palakkad,Palakkad,KERALA,678613
Mankarai,Palakkad,Palakkad,KERALA,678613
Mankurussi,Palakkad,Palakkad,KERALA,678613
Mannalur,Palakkad,Palakkad,KERALA,678502
Mannapra,Alathur,Palakkad,KERALA,678685
Mannur Palakkad,Palakkad,Palakkad,KERALA,678642
Mannur West,Palakkad,Palakkad,KERALA,678642
Marudarode,Palakkad,Palakkad,KERALA,678007
Mathur Agraharam,Alathur,Palakkad,KERALA,678571
Mathur PG,Alathur,Palakkad,KERALA,678571
Meenakshipuram,Chittur,Palakkad,KERALA,678533
Meenkara Dam,Chittur,Palakkad,KERALA,678507
Melarcode,Alathur,Palakkad,KERALA,678703
Menonpara,Palakkad,Palakkad,KERALA,678556
Moothanthara,Palakkad,Palakkad,KERALA,678012
Mucheeri,Palakkad,Palakkad,KERALA,678631
Mudappallur,Alathur,Palakkad,KERALA,678705
Mulangot,Alathur,Palakkad,KERALA,678684
Mundur Palakkad,Palakkad,Palakkad,KERALA,678592
Muthalamada,Chittur,Palakkad,KERALA,678507
Muttikulangara,Palakkad,Palakkad,KERALA,678594
Naduvathupara,Alathur,Palakkad,KERALA,678574
Nagaripuram,Palakkad,Palakkad,KERALA,678642
Nallepilly,Chittur,Palakkad,KERALA,678553
Nambullipura,Palakkad,Palakkad,KERALA,678592
Nanniode,Chittur,Palakkad,KERALA,678534
Nattukal,Chittur,Palakkad,KERALA,678554
Nechur,Alathur,Palakkad,KERALA,678722
Nelliampathy,Chittur,Palakkad,KERALA,678508
Nemmara College,Chittur,Palakkad,KERALA,678508
Nemmara Old Village,Chittur,Palakkad,KERALA,678508
Nemmara,Chittur,Palakkad,KERALA,678508
Nenmeni,Chittur,Palakkad,KERALA,678506
Newkalpathy,Palakkad,Palakkad,KERALA,678003
Nochulli,Alathur,Palakkad,KERALA,678702
Nochupulli,Palakkad,Palakkad,KERALA,678592
Nurani Agraharam,Palakkad,Palakkad,KERALA,678004
Nurani,Palakkad,Palakkad,KERALA,678004
Olalapadi,Chittur,Palakkad,KERALA,678557
Olasseri,Palakkad,Palakkad,KERALA,678551
Olavakkot,Palakkad,Palakkad,KERALA,678002
Olinkadavu,Alathur,Palakkad,KERALA,678706
Olivemount,Alathur,Palakkad,KERALA,678702
Padagiri,Chittur,Palakkad,KERALA,678508
Padur Kavasseri,Alathur,Palakkad,KERALA,678543
Palakkad City,Palakkad,Palakkad,KERALA,678014
Palakkad Collectorate,Palakkad,Palakkad,KERALA,678001
Palakkad College,Palakkad,Palakkad,KERALA,678001
Palakkad Engineering College,Palakkad,Palakkad,KERALA,678008
Palakkad Fort,Palakkad,Palakkad,KERALA,678001
Palakkad,Palakkad,Palakkad,KERALA,678001
Palakkad Industrial Estate,Palakkad,Palakkad,KERALA,678731
Palakuzhy,Alathur,Palakkad,KERALA,678684
Palampalakode,Alathur,Palakkad,KERALA,678544
Palaniyarpalayam,Chittur,Palakkad,KERALA,678555
Pallanchathanur,Alathur,Palakkad,KERALA,678571
Pallassana,Chittur,Palakkad,KERALA,678505
Pallatheri,Palakkad,Palakkad,KERALA,678007
Pallavur,Alathur,Palakkad,KERALA,678688
Pallipuram PG,Palakkad,Palakkad,KERALA,678006
Pampampallam,Palakkad,Palakkad,KERALA,678621
Panangattiri,Chittur,Palakkad,KERALA,678506
Panayur,Palakkad,Palakkad,KERALA,678552
Panniankara,Alathur,Palakkad,KERALA,678683
Parambikulam,Chittur,Palakkad,KERALA,678661
Parasseri,Palakkad,Palakkad,KERALA,678631
Parassikkal,Chittur,Palakkad,KERALA,678556
Parli PG,Palakkad,Palakkad,KERALA,678612
Paruthipulli,Alathur,Palakkad,KERALA,678573
Paruvasseri,Alathur,Palakkad,KERALA,678686
Pattancheri,Palakkad,Palakkad,KERALA,678532
Payyalur,Chittur,Palakkad,KERALA,678506
Peringottukurussi,Alathur,Palakkad,KERALA,678574
Perinkulam,Alathur,Palakkad,KERALA,678542
Perinkunnu,Alathur,Palakkad,KERALA,678702
Peruvemba,Palakkad,Palakkad,KERALA,678531
Pirayiri,Palakkad,Palakkad,KERALA,678004
Polpulli,Palakkad,Palakkad,KERALA,678552
Pothundy Dam,Chittur,Palakkad,KERALA,678508
Pudanur,Palakkad,Palakkad,KERALA,678592
Pudiyankam,Alathur,Palakkad,KERALA,678545
Pudunagaram,Palakkad,Palakkad,KERALA,678503
Puduppariyaram,Palakkad,Palakkad,KERALA,678731
Pudusseri,Palakkad,Palakkad,KERALA,678623
Pulinelly,Alathur,Palakkad,KERALA,678572
Pullode,Alathur,Palakkad,KERALA,678545
Puthucode,Alathur,Palakkad,KERALA,678687
Puthur palakkad,Palakkad,Palakkad,KERALA,678005
Ramasseri,Palakkad,Palakkad,KERALA,678622
Rvp Pudur,Chittur,Palakkad,KERALA,678555
Sekharipuram,Palakkad,Palakkad,KERALA,678010
Sitharkunda,Chittur,Palakkad,KERALA,678508
Tadukkasseri,Palakkad,Palakkad,KERALA,678641
Tarur,Alathur,Palakkad,KERALA,678544
Tattamangalam,Chittur,Palakkad,KERALA,678102
Tattamangalam South,Chittur,Palakkad,KERALA,678102
Tenari,Palakkad,Palakkad,KERALA,678622
Tenur,Palakkad,Palakkad,KERALA,678612
Thachangad,Alatur,Palakkad,KERALA,678571
Thannilapuram,Alathur,Palakkad,KERALA,678682
Thannisseri,Palakkad,Palakkad,KERALA,678501
Thekkedesam,Chittur,Palakkad,KERALA,678553
Thekkegramam,Chittur,Palakkad,KERALA,678103
Thekkepotta,Alathur,Palakkad,KERALA,678687
Thenkurussi,Alathur,Palakkad,KERALA,678671
Thiruvalathur,Palakkad,Palakkad,KERALA,678551
Thiruvaliad,Alatur,Palakkad,KERALA,678510
Tirunilayi,Palakkad,Palakkad,KERALA,678004
Tolanur,Alathur,Palakkad,KERALA,678722
Tunacadavu,Chittur,Palakkad,KERALA,678661
Vadakanthara,Palakkad,Palakkad,KERALA,678012
Vadakkancherry MBR,Alathur,Palakkad,KERALA,678683
Vadasseri,Palakkad,Palakkad,KERALA,678641
Vadavannur,Chittur,Palakkad,KERALA,678504
Vallanghy,Chittur,Palakkad,KERALA,678508
Vallikkode,Palakkad,Palakkad,KERALA,678594
Vandali,Alathur,Palakkad,KERALA,678706
Vandithavalam,Chittur,Palakkad,KERALA,678534
Vannamada,Palakkad,Palakkad,KERALA,678555
Varode kottayi,Alathur,Palakkad,KERALA,678572
Vattekkad,Chittur,Palakkad,KERALA,678506
Vavulliapuram,Alathur,Palakkad,KERALA,678543
Velanthavalam,Chittur,Palakkad,KERALA,678557
Velikkad,Palakkad,Palakkad,KERALA,678592
Vemballur,Alatur,Palakkad,KERALA,678502
Vengodi,Palakkad,Palakkad,KERALA,678622
Verkoli,Chittur,Palakkad,KERALA,678552
Vilayannur,Alathur,Palakkad,KERALA,678671
Vilayodi,Chittur,Palakkad,KERALA,678103
Walayar Dam,Palakkad,Palakkad,KERALA,678624
Yakkara,Palakkad,Palakkad,KERALA,678701
Chathenthara,Ranni,Pathanamthitta,KERALA,686510
Kunnam Vechoochira,Ranni,Pathanamthitta,KERALA,686511
Mannadisala,Ranni,Pathanamthitta,KERALA,686511
Thulappally,Ranni,Pathanamthitta,KERALA,686510
Gavi,Ranni,Pathanamthitta,KERALA,685533
Pallickal nooranad,Adoor,Pathanamthitta,KERALA,690504
Adichipuzha,Ranni,Pathanamthitta,KERALA,689711
Adumpumkulam,Kozhencherry,Pathanamthitta,KERALA,689692
Adur Kla,Adur,Pathanamthitta,KERALA,691523
Anandapally,Adoor,Pathanamthitta,KERALA,691525
Angadi Pathanamthitta,Ranny,Pathanamthitta,KERALA,689674
Angadical North,Adoor,Pathanamthitta,KERALA,689648
Angadical South,Adoor,Pathanamthitta,KERALA,691555
Angamoozhy,Ranni,Pathanamthitta,KERALA,689662
Anthiyalankavu,Kozhenchery,Pathanamthitta,KERALA,689649
Aruvappulam,Kozhencherry,Pathanamthitta,KERALA,689691
Aryavon,Kozhenchery,Pathanamthitta,KERALA,689691
Athirumkal,Adoor,Pathanamthitta,KERALA,689693
Attachakkal,Kozhenchery,Pathanamthitta,KERALA,689692
Chandanapally,Adur,Pathanamthitta,KERALA,689648
Chayalode,Adoor,Pathanamthitta,KERALA,691556
Chelikuzhy,Pathanapuram,Pathanamthitta,KERALA,691556
Chellakkad,Ranni,Pathanamthitta,KERALA,689677
Chengalthadom,Kozhenchery,Pathanamthitta,KERALA,689671
Chengara,Kozhenchery,Pathanamthitta,KERALA,689664
Chenneerkara,Kozhencherry,Pathanamthitta,KERALA,689503
Cherukole Kozhencherri,Kozhencherri,Pathanamthitta,KERALA,689650
Cherukulanji,Ranni,Pathanamthitta,KERALA,689673
Chethackal,Ranni,Pathanamthitta,KERALA,689677
Chittar,Ranny,Pathanamthitta,KERALA,689663
Choorakode,Adoor,Pathanamthitta,KERALA,691551
Churulicode,Kozhenchery,Pathanamthitta,KERALA,689668
Edakulam,Ranni,Pathanamthitta,KERALA,689672
Edapariyaram,Kozhenchery,Pathanamthitta,KERALA,689643
Edathitta,Adoor,Pathanamthitta,KERALA,691555
Elakollur,Kozhenchery,Pathanamthitta,KERALA,689691
Elamannur,Adur,Pathanamthitta,KERALA,691524
Elanthur East,Kozhenchery,Pathanamthitta,KERALA,689643
Elanthur Pariyaram,Kozhenchery,Pathanamthitta,KERALA,689643
Elanthur,Kozhencherry,Pathanamthitta,KERALA,689643
Elappupara,Kozhenchery,Pathanamthitta,KERALA,689656
Elavanthitta,Kozhenchery,Pathanamthitta,KERALA,689625
Ellimullumplackal,Kozhenchery,Pathanamthitta,KERALA,689692
Enathu,Adur,Pathanamthitta,KERALA,691526
Ettichuvadu,Ranni,Pathanamthitta,KERALA,689675
Gurunathanmannu,Ranni,Pathanamthitta,KERALA,689667
Iythala,Ranni,Pathanamthitta,KERALA,689673
Kadambanad,Adur,Pathanamthitta,KERALA,691552
Kadambanad South,Adoor,Pathanamthitta,KERALA,691553
Kadammanitta,Kozhenchery,Pathanamthitta,KERALA,689649
Kaipattur,Kozhenchery,Pathanamthitta,KERALA,689648
Kaipuzha North,Kozhenchery,Pathanamthitta,KERALA,689503
Kaithaparambu,Adoor,Pathanamthitta,KERALA,691526
Kakkudumon,Ranni,Pathanamthitta,KERALA,689711
Kalanjoor,Adoor,Pathanamthitta,KERALA,689694
Kallely,Kozhenchery,Pathanamthitta,KERALA,689691
Kallely Thottam,Kozhenchery,Pathanamthitta,KERALA,689691
Karamvely,Kozhenchery,Pathanamthitta,KERALA,689643
Karikayam,Ranni,Pathanamthitta,KERALA,689663
Karikulam,Ranni,Pathanamthitta,KERALA,689673
Karithotta,Kozhenchery,Pathanamthitta,KERALA,689514
Kattoor Kozhencherry,Ranni,Pathanamthitta,KERALA,689650
Keekozhur,Ranni,Pathanamthitta,KERALA,689672
Keerukuzhy,Adoor,Pathanamthitta,KERALA,689502
Kidangannur,Kozhencherry,Pathanamthitta,KERALA,689514
Kizhakkupuram,Kozhenchery,Pathanamthitta,KERALA,689653
Kochukoikkal,Ranni,Pathanamthitta,KERALA,689667
Kodumon East,Adoor,Pathanamthitta,KERALA,691555
Kodumon,Adur,Pathanamthitta,KERALA,691555
Kokkathode,Kozhenchery,Pathanamthitta,KERALA,689691
Konny,Kozhencherry,Pathanamthitta,KERALA,689691
Koodal,Adur,Pathanamthitta,KERALA,689693
Koonamkara,Ranni,Pathanamthitta,KERALA,689711
Kottamonpara,Ranni,Pathanamthitta,KERALA,689667
Kozhencherry Thekkemala,Kozhenchery,Pathanamthitta,KERALA,689654
Kozhencherry College,Kozhenchery,Pathanamthitta,KERALA,689641
Kozhencherry East,Kozhenchery,Pathanamthitta,KERALA,689641
Kozhencherry,Kozhencherry,Pathanamthitta,KERALA,689641
Kudamurutty,Ranni,Pathanamthitta,KERALA,689711
Kulanada,Kozhencherry,Pathanamthitta,KERALA,689503
Kulathumon,Adoor,Pathanamthitta,KERALA,689693
Kumaramperoor Thekkekkara,Ranni,Pathanamthitta,KERALA,689662
Kumbazhamuri,Kozhenchery,Pathanamthitta,KERALA,689653
Kummannoor,Kozhenchery,Pathanamthitta,KERALA,689691
Kumpalampoika,Ranni,Pathanamthitta,KERALA,689661
Kurampala South,Adur,Pathanamthitta,KERALA,689501
Kurumbakara,Adoor,Pathanamthitta,KERALA,689695
Kuzhikala,Kozhenchery,Pathanamthitta,KERALA,689644
Lahai,Ranni,Pathanamthitta,KERALA,689662
Madamon,Ranni,Pathanamthitta,KERALA,689711
Makkankunnu,Kozhenchery,Pathanamthitta,KERALA,689645
Makkapuzha,Ranni,Pathanamthitta,KERALA,689676
Malayalapuzha Eram,Kozhenchery,Pathanamthitta,KERALA,689664
Malayalapuzha Thazham,Ranny,Pathanamthitta,KERALA,689666
Mallasseri,Kozhencherry,Pathanamthitta,KERALA,689646
Mammoodu,Kozhenchery,Pathanamthitta,KERALA,689513
Mampara,Ranni,Pathanamthitta,KERALA,689711
Manakala,Kunnathur,Pathanamthitta,KERALA,691551
Mancode,Adoor,Pathanamthitta,KERALA,689694
Mandiram Jn,Ranni,Pathanamthitta,KERALA,689672
Mangadu Elamannur,Adur,Pathanamthitta,KERALA,691524
Maniyar,Ranni,Pathanamthitta,KERALA,689662
Mannady Pathanamthitta,Adoor,Pathanamthitta,KERALA,691530
Mannam Nagar,Adoor,Pathanamthitta,KERALA,689501
Mannam Sugar Mills,Adoor,Pathanamthitta,KERALA,689501
Mannarakulanji,Kozhenchery,Pathanamthitta,KERALA,689678
Manneera,Kozhenchery,Pathanamthitta,KERALA,689699
Manthuka,Kozhenchery,Pathanamthitta,KERALA,689503
Marur,Adoor,Pathanamthitta,KERALA,691524
Mathur,Kozhenchery,Pathanamthitta,KERALA,689647
Mekozhur,Kozhenchery,Pathanamthitta,KERALA,689678
Melood,Adoor,Pathanamthitta,KERALA,691554
Melukara,Kozhenchery,Pathanamthitta,KERALA,689641
Mezhuveli,Kozhencherry,Pathanamthitta,KERALA,689507
Moozhiar,Ranni,Pathanamthitta,KERALA,689662
Mudiyoorkonam,Adoor,Pathanamthitta,KERALA,689501
Mundukottackal,Kozhenchery,Pathanamthitta,KERALA,689649
Murinjakal,Adoor,Pathanamthitta,KERALA,689693
Musaliar College,Kozhenchery,Pathanamthitta,KERALA,689653
Muthupezhumkal,Kozhenchery,Pathanamthitta,KERALA,689698
Muttathukonam,Kozhenchery,Pathanamthitta,KERALA,689625
Muttom Thumpamon,Adoor,Pathanamthitta,KERALA,689502
Mylapra,Kozhenchery,Pathanamthitta,KERALA,689671
Mylapra Town,Kozhencherry,Pathanamthitta,KERALA,689678
Naranamoozhy,Ranny,Pathanamthitta,KERALA,689711
Naranganam North,Kozhenchery,Pathanamthitta,KERALA,689642
Naranganam,Kozhencherry,Pathanamthitta,KERALA,689642
Naranganam West,Kozhenchery,Pathanamthitta,KERALA,689642
Nariapuram,Kozhenchery,Pathanamthitta,KERALA,689513
Nedumon,Adur,Pathanamthitta,KERALA,691556
Nedumoncavu,Adoor,Pathanamthitta,KERALA,689693
Neeliplavu,Ranni,Pathanamthitta,KERALA,689663
Nellikala,Kozhenchery,Pathanamthitta,KERALA,689643
Nellikkamon,Ranni,Pathanamthitta,KERALA,689674
Nellikkapara,Kozhenchery,Pathanamthitta,KERALA,689691
Nellimukal,Adoor,Pathanamthitta,KERALA,691551
Nirathupara,Adoor,Pathanamthitta,KERALA,689693
Njakkunilam,Kozhenchery,Pathanamthitta,KERALA,689656
Omallur kla,Kozhencherry,Pathanamthitta,KERALA,689647
Oonnakavu,Ranni,Pathanamthitta,KERALA,689674
Oonnukal,Kozhenchery,Pathanamthitta,KERALA,689647
Oottupara,Kozhenchery,Pathanamthitta,KERALA,689691
Padam,Adoor,Pathanamthitta,KERALA,689694
Pampa Triveni,Ranni,Pathanamthitta,KERALA,689662
Pampini,Ranni,Pathanamthitta,KERALA,689663
Panangad,Kozhenchery,Pathanamthitta,KERALA,689503
Pandalam Medical Mission,Adoor,Pathanamthitta,KERALA,689501
Pandalam Pathanamthitta,Adur,Pathanamthitta,KERALA,689501
Parakara,Adoor,Pathanamthitta,KERALA,691525
Parakode,Adoor,Pathanamthitta,KERALA,691554
Parakoottam,Adoor,Pathanamthitta,KERALA,691551
Paranthal,Adoor,Pathanamthitta,KERALA,689501
Pathanamthitta,Kozhencherry,Pathanamthitta,KERALA,689645
Payyanamon,Kozhencherry,Pathanamthitta,KERALA,689692
Pazhakulam,Adur,Pathanamthitta,KERALA,691554
Peringanad,Adur,Pathanamthitta,KERALA,691551
Perinjottackal,Kozhenchery,Pathanamthitta,KERALA,689692
Pezhumpara,Ranni,Pathanamthitta,KERALA,689662
Prakkanam,Kozhenchery,Pathanamthitta,KERALA,689643
Pulloopram,Ranni,Pathanamthitta,KERALA,689674
Punnakkad,Kozhencherry,Pathanamthitta,KERALA,689652
Puthumala,Adoor,Pathanamthitta,KERALA,691554
Puthusserimala,Ranni,Pathanamthitta,KERALA,689672
Ranny Edamon,Ranny,Pathanamthitta,KERALA,689676
Ranny Perinad,Ranny,Pathanamthitta,KERALA,689711
Ranny,Ranny,Pathanamthitta,KERALA,689672
Ranny pazhavangadi,Ranny,Pathanamthitta,KERALA,689673
Seethathode,Ranni,Pathanamthitta,KERALA,689667
Thalachira Eram,Ranni,Pathanamthitta,KERALA,689664
Thannithode,Kozhencherry,Pathanamthitta,KERALA,689699
Thattayil,Adoor,Pathanamthitta,KERALA,691525
Thekkuthode,Kozhenchery,Pathanamthitta,KERALA,689699
Thengamom,Adoor,Pathanamthitta,KERALA,690522
Thengumcavu,Kozhenchery,Pathanamthitta,KERALA,689646
Theppupara,Adoor,Pathanamthitta,KERALA,691554
Thombikandam,Ranni,Pathanamthitta,KERALA,689676
Thonniamala,Kozhenchery,Pathanamthitta,KERALA,689668
Thumpamon North,Kozhenchery,Pathanamthitta,KERALA,689625
Thumpamon,Adur,Pathanamthitta,KERALA,689502
Thumpamon Thazham,Kozhenchery,Pathanamthitta,KERALA,689625
Thuvayur South,Adoor,Pathanamthitta,KERALA,691552
Ulanad,Kozhenchery,Pathanamthitta,KERALA,689503
Ullannur,Kozhenchery,Pathanamthitta,KERALA,689503
Uthimoodu,Ranni,Pathanamthitta,KERALA,689672
Vadakkedathukavu Jn,Adoor,Pathanamthitta,KERALA,691526
Vadakkupuram,Kozhenchery,Pathanamthitta,KERALA,689653
Vadasserikara,Ranny,Pathanamthitta,KERALA,689662
Vakayar,Kozhenchery,Pathanamthitta,KERALA,689698
Valiyakavu,Ranni,Pathanamthitta,KERALA,689675
Vallicode,Kozhenchery,Pathanamthitta,KERALA,689648
Vallicode Kottayam,Kozhenchery,Pathanamthitta,KERALA,689656
Vayala Parakode,Adoor,Pathanamthitta,KERALA,691554
Vayalathala,Ranni,Pathanamthitta,KERALA,689672
Vayyattupuzha,Ranni,Pathanamthitta,KERALA,689663
Vazhamuttom,Kozhenchery,Pathanamthitta,KERALA,689647
Vazhamuttom East,Kozhenchery,Pathanamthitta,KERALA,689646
Vellappara,Kozhenchery,Pathanamthitta,KERALA,689691
Vettur Kumbazha,Kozhenchery,Pathanamthitta,KERALA,689653
Alumthuruthy,Thiruvalla,Pathanamthitta,KERALA,689113
Amichikary,Thiruvalla,Pathanamthitta,KERALA,689112
Anikad Mallappally GDS,Mallappally,Pathanamthitta,KERALA,689585
Anjilithanam,Thiruvalla,Pathanamthitta,KERALA,689582
Aranmula,Kozhencherry,Pathanamthitta,KERALA,689533
Arattupuzha,Kozhenchery,Pathanamthitta,KERALA,689123
Ayroor North,Ranni,Pathanamthitta,KERALA,689612
Ayroor South,Ranni,Pathanamthitta,KERALA,689611
Azhiyadathuchira,Thiruvalla,Pathanamthitta,KERALA,689113
Chalappally,Mallappally,Pathanamthitta,KERALA,689586
Chathankary,Thiruvalla,Pathanamthitta,KERALA,689112
Chengaroor,Mallappally,Pathanamthitta,KERALA,689594
Chirayirambu,Thiruvalla,Pathanamthitta,KERALA,689549
Chumathra,Tiruvalla,Pathanamthitta,KERALA,689103
Chunkapara,Mallappally,Pathanamthitta,KERALA,686547
Edappavoor,Ranni,Pathanamthitta,KERALA,689614
Edayaramula West,Kozhenchery,Pathanamthitta,KERALA,689532
Edayarnmula,Kozhenchery,Pathanamthitta,KERALA,689532
Eraviperoor East,Thiruvalla,Pathanamthitta,KERALA,689542
Eraviperoor,Thiruvalla,Pathanamthitta,KERALA,689542
Erumakkad,Kozhenchery,Pathanamthitta,KERALA,689532
Ezhumattoor,Mallappally,Pathanamthitta,KERALA,689586
Kadamankulam,Mallappally,Pathanamthitta,KERALA,689583
Kadapra Kumbanadu,Thiruvalla,Pathanamthitta,KERALA,689547
Kadapra Mannar,Tiruvalla,Pathanamthitta,KERALA,689621
Kaithakody,Ranni,Pathanamthitta,KERALA,689614
Kallooppara,Mallappally,Pathanamthitta,KERALA,689583
Kallumkal,Thiruvalla,Pathanamthitta,KERALA,689102
Kanjeettukara,Ranni,Pathanamthitta,KERALA,689611
Karakkal,Thiruvalla,Pathanamthitta,KERALA,689108
Kariamplavu,Mallappally,Pathanamthitta,KERALA,689615
Kattode,Tiruvalla,Pathanamthitta,KERALA,689105
Kaviyoor,Tiruvalla,Pathanamthitta,KERALA,689582
Kavumbhagom,Tiruvalla,Pathanamthitta,KERALA,689102
Kavungumprayar,Mallappally,Pathanamthitta,KERALA,689543
Keezhvaipur,Mallappally,Pathanamthitta,KERALA,689587
Kizhakkumbhagom,Thiruvalla,Pathanamthitta,KERALA,689621
Koipuram,Tiruvalla,Pathanamthitta,KERALA,689531
Kolabhagom,Mallappally,Pathanamthitta,KERALA,689545
Kottanad,Mallappally,Pathanamthitta,KERALA,689615
Kottangal,Mallappally,Pathanamthitta,KERALA,686547
Kottathoor,Ranni,Pathanamthitta,KERALA,689614
Kottoor,Thiruvalla,Pathanamthitta,KERALA,689582
Kozhimala,Thiruvalla,Pathanamthitta,KERALA,689541
Kulathur,Mallappally,Pathanamthitta,KERALA,689588
Kumbanadu,Thiruvalla,Pathanamthitta,KERALA,689547
Kunnamthanam,Tiruvalla,Pathanamthitta,KERALA,689581
Kunnathukara HSC,Thiruvalla,Pathanamthitta,KERALA,689546
Kuravankuzhy,Thiruvalla,Pathanamthitta,KERALA,689548
Kuriannoor,Thiruvalla,Pathanamthitta,KERALA,689550
Kurichimuttom,Kozhenchery,Pathanamthitta,KERALA,689532
Kurunghazhabhagom,Thiruvalla,Pathanamthitta,KERALA,689548
Kuttapuzha,Tiruvalla,Pathanamthitta,KERALA,689103
Kuttur Pathanamthitta,Tiruvalla,Pathanamthitta,KERALA,689106
Madathumbhagom North,Mallappally,Pathanamthitta,KERALA,689543
Malakara,Kozhenchery,Pathanamthitta,KERALA,689532
Mallappally East,Mallappally,Pathanamthitta,KERALA,689584
Mallappally North,Mallappally,Pathanamthitta,KERALA,689594
Mallappally West,Mallappally,Pathanamthitta,KERALA,689585
Mallappuzhassery,Kozhenchery,Pathanamthitta,KERALA,689533
Manjady Jn,Tiruvalla,Pathanamthitta,KERALA,689105
Manthanam,Mallappally,Pathanamthitta,KERALA,689581
Maramon,Thiruvalla,Pathanamthitta,KERALA,689549
Mepral,Thiruvalla,Pathanamthitta,KERALA,689591
Mundamala,Mallappally,Pathanamthitta,KERALA,689543
Mundiappally,Thiruvalla,Pathanamthitta,KERALA,689581
Muthoor,Thiruvalla,Pathanamthitta,KERALA,689107
Muttumon,Thiruvalla,Pathanamthitta,KERALA,689547
Nalkallikkal,Kozhenchery,Pathanamthitta,KERALA,689533
Narakathanni,Mallappally,Pathanamthitta,KERALA,689544
Nedumpuram,Thiruvalla,Pathanamthitta,KERALA,689110
Neervilakom,Kozhenchery,Pathanamthitta,KERALA,689122
Nellimala,Thiruvalla,Pathanamthitta,KERALA,689542
Niranam Central,Thiruvalla,Pathanamthitta,KERALA,689621
Niranam,Thiruvalla,Pathanamthitta,KERALA,689621
Nooromavu,Mallappally,Pathanamthitta,KERALA,689589
Othera,Thiruvalla,Pathanamthitta,KERALA,689546
Otherawest,Thiruvalla,Pathanamthitta,KERALA,689551
Padimon,Mallappally,Pathanamthitta,KERALA,689587
Paduthode,Mallappally,Pathanamthitta,KERALA,689544
Palackathakidi,Mallappally,Pathanamthitta,KERALA,689581
Pariyaram,Mallappally,Pathanamthitta,KERALA,689585
Parumala,Thiruvalla,Pathanamthitta,KERALA,689626
Peringara,Tiruvalla,Pathanamthitta,KERALA,689108
Perumpatty,Mallappally,Pathanamthitta,KERALA,689592
Perumpramavu,Mallappally,Pathanamthitta,KERALA,689587
Perumthuruthy,Thiruvalla,Pathanamthitta,KERALA,689107
Podiyadi,Thiruvalla,Pathanamthitta,KERALA,689110
Poovathoor,Thiruvalla,Pathanamthitta,KERALA,689531
Pullad,Thiruvalla,Pathanamthitta,KERALA,689548
Punnavely,Mallappally,Pathanamthitta,KERALA,689589
Puramattom,Mallappally,Pathanamthitta,KERALA,689543
Pushpagiri Tiruvalla,Thiruvalla,Pathanamthitta,KERALA,689105
Puthusserry South,Mallappally,Pathanamthitta,KERALA,689602
Thadiyur,Mallappally,Pathanamthitta,KERALA,689545
Thekkumkal,Ranni,Pathanamthitta,KERALA,689614
Thelliyoor,Mallappally,Pathanamthitta,KERALA,689544
Thengeli,Thiruvalla,Pathanamthitta,KERALA,689106
Theodical,Mallappally,Pathanamthitta,KERALA,689613
Thirumoolapuram,Thiruvalla,Pathanamthitta,KERALA,689115
Thottabhagom,Thiruvalla,Pathanamthitta,KERALA,689541
Thuruthicaud,Mallappally,Pathanamthitta,KERALA,689597
Tiruvalla,Tiruvalla,Pathanamthitta,KERALA,689101
